Plant,Location,Q,ZN,PH,DBO,DQO,SS,SSV,SED,COND
D-6/5/90,S,,,1016,7.4,,42,154,69,83.1
D-7/5/90,S,,,1156,7.8,,20,83,25,90.7
D-8/5/90,S,,,1485,7.8,,26,82,36,74.1
D-9/5/90,S,,,2290,7.5,,24,91,32,84.4
D-10/5/90,S,,,1324,7.7,,19,75,32,77.1
D-11/5/90,S,,,1467,7.6,,28,103,34,76.5
D-13/5/90,S,,,970,7.7,,28,74,25,88.0
D-14/5/90,S,,,1155,7.7,,23,94,22,84.1
D-15/5/90,S,,,1328,7.7,,14,100,19,86.8
D-16/5/90,S,,,1420,7.6,,,77,20,75.0
D-17/5/90,S,,,1369,7.8,,19,88,19,78.9
D-18/5/90,S,,,1472,7.7,,13,132,13,50.0
D-20/5/90,S,,,1078,7.7,,13,55,18,83.3
D-21/5/90,S,,,1199,7.8,,15,47,13,69.2
D-22/5/90,S,,,1139,7.6,,27,95,39,59.0
D-23/5/90,S,,,1231,7.8,,12,36,14,77.1
D-24/5/90,S,,,1435,7.7,,25,109,24,75.0
D-25/5/90,S,,,1264,7.9,,16,66,20,80.0
D-27/5/90,S,,,1001,7.7,,17,78,21,87.6
D-28/5/90,S,,,1111,7.6,,24,63,16,68.8
D-29/5/90,S,,,1142,7.9,,32,128,40,82.5
D-30/5/90,S,,,1238,8.0,,15,36,17,82.4
D-1/4/90,S,,,1023,7.6,,17,75,19,89.5
D-2/4/90,S,,,902,7.7,,10,79,16,78.1
D-3/4/90,S,,,1257,7.7,,13,68,13,69.2
D-4/4/90,S,,,1316,7.5,,12,67,11,100
D-5/4/90,S,,,1377,7.7,,17,127,14,92.9
D-6/4/90,S,,,1459,7.8,,14,91,22,86.4
D-8/4/90,S,,,983,7.7,,15,74,11,100
D-9/4/90,S,,,1287,7.6,,21,94,18,66.7
D-10/4/90,S,,,1419,7.8,,26,81,22,76.4
D-11/4/90,S,,,1450,7.7,,12,77,16,87.5
D-13/4/90,S,,,1204,7.4,,11,53,19,73.7
D-16/4/90,S,,,1560,7.5,,18,37,22,72.7
D-17/4/90,S,,,1188,7.6,,16,42,22,83.6
D-18/4/90,S,,,1246,7.6,,18,87,24,76.7
D-19/4/90,S,,,1276,7.7,,41,152,41,79.3
D-20/4/90,S,,,1211,7.8,,16,69,,
D-22/4/90,S,,,871,7.3,,9,32,12,80.0
D-23/4/90,S,,,1103,7.7,,19,72,28,64.3
D-24/4/90,S,,,1188,7.6,,18,100,20,76.0
D-25/4/90,S,,,1395,7.7,,42,124,48,74.2
D-26/4/90,S,,,1476,7.6,,31,174,67,73.6
D-27/4/90,S,,,1469,7.7,,39,287,84,81.6
D-29/4/90,S,,,1171,7.4,,44,210,73,81.1
D-1/7/90,S,,,1165,7.4,,9,66,10,70.0
D-2/7/90,S,,,2230,8.0,,28,80,21,70.5
D-3/7/90,S,,,1591,7.9,,13,90,16,68.8
D-4/7/90,S,,,1893,8.1,,15,88,15,73.3
D-5/7/90,S,,,1460,7.9,,11,86,14,50.0
D-6/7/90,S,,,2230,7.8,,14,82,16,68.8
D-8/7/90,S,,,1930,7.6,,18,114,27,74.1
D-9/7/90,S,,,1710,7.6,,14,74,20,70.0
D-10/7/90,S,,,1690,7.8,,23,111,26,76.9
D-11/7/90,S,,,1162,7.9,,14,96,18,68.9
D-12/7/90,S,,,1426,7.8,,27,108,26,76.9
D-13/7/90,S,,,1418,7.8,,17,92,15,75.3
D-15/7/90,S,,,1282,7.8,,18,85,20,76.0
D-16/7/90,S,,,2130,8.0,,16,68,21,78.1
D-17/7/90,S,,,1734,8.0,,18,71,18,53.3
D-18/7/90,S,,,2750,7.9,,18,116,15,93.3
D-19/7/90,S,,,1710,7.9,,31,100,34,79.4
D-20/7/90,S,,,2120,8.0,,18,104,26,72.3
D-22/7/90,S,,,2250,7.9,,18,,21,66.7
D-23/7/90,S,,,1835,7.6,,23,106,38,76.8
D-24/7/90,S,,,2670,7.7,,22,110,33,75.0
D-25/7/90,S,,,1588,7.9,,16,90,52,29.2
D-26/7/90,S,,,2010,7.8,,,164,49,67.3
D-27/7/90,S,,,1147,7.8,,19,56,28,75.0
D-29/7/90,S,,,978,7.5,,19,116,34,72.9
D-30/7/90,S,,,1721,8.2,,12,,17,77.6
D-31/7/90,S,,,2000,7.6,,17,127,20,78.0
D-2/9/90,S,,,834,7.6,,12,39,11,
D-3/9/90,S,,,2170,7.8,,14,82,12,
D-4/9/90,S,,,1625,7.5,,14,48,13,
D-5/9/90,S,,,1586,7.9,,18,84,74,
D-6/9/90,S,,,1368,7.8,,14,74,13,70.8
D-7/9/90,S,,,1352,7.7,,13,97,15,69.3
D-9/9/90,S,,,926,7.7,,13,45,18,68.9
D-11/9/90,S,,,1095,7.7,,6,59,14,82.9
D-12/9/90,S,,,1950,7.9,,11,51,8,57.5
D-13/9/90,S,,,2550,7.8,,11,,9,62.2
D-14/9/90,S,,,3690,7.8,,12,67,12,75.0
D-16/9/90,S,,,1259,7.7,,11,54,9,80.0
D-17/9/90,S,,,1862,7.7,,10,66,9,75.6
D-18/9/90,S,,,1287,7.7,,12,70,15,56.0
D-19/9/90,S,,,1386,7.7,,8,144,11,80.0
D-20/9/90,S,,,1631,7.8,,12,76,12,86.7
D-21/9/90,S,,,1890,7.6,,9,73,13,
D-23/9/90,S,,,1436,7.9,,13,43,15,74.7
D-24/9/90,S,,,1456,7.9,,11,55,14,74.3
D-25/9/90,S,,,1416,7.9,,19,,14,82.9
D-26/9/90,S,,,1237,7.9,,14,55,10,92.0
D-27/9/90,S,,,1144,7.9,,11,56,10,78.0
D-28/9/90,S,,,1356,7.6,,15,120,11,70.9
D-30/9/90,S,,,971,7.9,,13,56,20,80.0
D-1/8/90,S,,,2190,7.5,,22,81,28,71.4
D-2/8/90,S,,,2070,7.6,,18,75,34,71.8
D-3/8/90,S,,,2240,8.0,,19,56,23,78.3
D-5/8/90,S,,,292,8.1,,8,31,14,80.0
D-6/8/90,S,,,1407,8.0,,11,24,12,76.7
D-7/8/90,S,,,1363,8.0,,5,60,12,83.3
D-8/8/90,S,,,920,8.0,,8,52,9,88.9
D-9/8/90,S,,,1064,8.0,,12,53,16,62.5
D-10/8/90,S,,,85,7.9,,21,99,39,66.7
D-12/8/90,S,,,712,7.9,,3,25,12,73.3
D-13/8/90,S,,,917,8.0,,7,62,9,93.3
D-15/8/90,S,,,1034,8.0,,11,58,10,76.0
D-16/8/90,S,,,988,7.9,,14,65,11,69.1
D-17/8/90,S,,,1082,8.1,,11,98,15,66.7
D-19/8/90,S,,,1141,7.9,,20,42,16,67.5
D-20/8/90,S,,,1155,7.7,,19,59,15,77.3
D-21/8/90,S,,,1175,7.6,,14,97,15,72.0
D-22/8/90,S,,,1720,7.7,,16,101,15,61.3
D-23/8/90,S,,,1920,7.7,,24,77,21,59.0
D-24/8/90,S,,,1820,7.4,,22,114,24,70.8
D-25/8/90,S,,,1401,7.9,,27,123,33,
D-27/8/90,S,,,1362,7.9,,15,,23,
D-28/8/90,S,,,1846,7.9,,10,76,10,
D-29/8/90,S,,,2140,7.7,,,62,14,
D-30/8/90,S,,,1551,7.8,,15,74,14,
D-31/8/90,S,,,1717,8.3,,11,64,13,
D-2/12/90,S,,,2140,7.6,,17,83,12,71.7
D-3/12/90,S,,,1815,7.8,,18,87,22,81.8
D-4/12/90,S,,,2220,7.7,,23,105,22,89.1
D-6/12/90,S,,,1804,7.8,,27,116,23,87.0
D-7/12/90,S,,,1362,7.8,,9,60,13,76.9
D-9/12/90,S,,,1082,7.7,,15,100,18,77.8
D-10/12/90,S,,,1529,7.9,,14,67,17,82.4
D-11/12/90,S,,,2200,,,,,,
D-12/12/90,S,,,2050,7.7,,34,119,33,80.8
D-13/12/90,S,,,2130,7.8,,21,89,19,89.5
D-14/12/90,S,,,1729,7.6,,18,75,18,84.4
D-16/12/90,S,,,1520,7.9,,16,69,12,90.0
D-17/12/90,S,,,1403,7.7,,15,50,11,90.9
D-18/12/90,S,,,1736,7.8,,16,85,14,94.3
D-19/12/90,S,,,2190,7.8,,20,74,20,85.0
D-20/12/90,S,,,1544,7.8,,21,48,19,90.5
D-21/12/90,S,,,1777,7.8,,22,80,16,92.5
D-23/12/90,S,,,1420,7.7,,17,51,14,71.4
D-24/12/90,S,,,1375,7.6,,,51,32,78.8
D-26/12/90,S,,,1749,7.7,,12,55,18,66.7
D-27/12/90,S,,,1344,7.8,,16,79,17,85.3
D-28/12/90,S,,,1446,7.5,,,89,19,92.6
D-30/12/90,S,,,1167,7.8,,,,14,94.3
D-1/11/90,S,,,1106,7.8,,,42,11,76.4
D-2/11/90,S,,,1631,7.6,,27,90,20,70.0
D-4/11/90,S,,,988,7.8,,9,39,11,87.3
D-5/11/90,S,,,1550,7.8,,26,,21,64.8
D-6/11/90,S,,,1694,7.8,,20,83,17,77.6
D-7/11/90,S,,,1855,8.0,,15,75,22,72.7
D-8/11/90,S,,,2090,7.8,,18,98,17,75.3
D-9/11/90,S,,,1504,7.7,,11,55,14,71.4
D-11/11/90,S,,,1391,7.9,,7,45,9,84.4
D-12/11/90,S,,,1807,7.8,,9,51,10,90.0
D-13/11/90,S,,,1768,7.9,,15,74,12,76.7
D-14/11/90,S,,,1852,7.8,,17,106,20,85.0
D-15/11/90,S,,,2490,7.9,,26,158,30,82.7
D-16/11/90,S,,,2780,7.6,,27,77,31,87.7
D-18/11/90,S,,,1560,7.7,,14,131,24,83.3
D-19/11/90,S,,,1712,7.7,,15,23,18,82.2
D-20/11/90,S,,,1879,7.8,,12,66,23,66.1
D-21/11/90,S,,,1784,7.9,,33,140,32,78.1
D-22/11/90,S,,,2170,7.8,,19,100,28,75.7
D-23/11/90,S,,,2550,7.9,,18,86,19,78.9
D-25/11/90,S,,,1697,7.7,,10,70,19,73.7
D-26/11/90,S,,,1862,7.7,,16,105,20,86.0
D-27/11/90,S,,,1653,7.8,,12,78,14,82.9
D-28/11/90,S,,,2320,7.8,,13,86,13,89.2
D-29/11/90,S,,,2380,7.7,,16,98,16,77.5
D-30/11/90,S,,,2640,7.8,,19,118,18,83.3
D-1/10/90,S,,,1090,7.9,,16,85,20,80.0
D-2/10/90,S,,,1002,7.9,,13,74,16,80.0
D-3/10/90,S,,,1238,7.7,,21,116,14,85.7
D-4/10/90,S,,,2350,7.7,,8,90,17,76.5
D-5/10/90,S,,,1380,7.8,,13,78,14,71.4
D-7/10/90,S,,,1309,7.5,,7,66,19,63.2
D-8/10/90,S,,,810,7.8,,12,43,16,77.5
D-9/10/90,S,,,1266,7.7,,10,41,14,74.3
D-10/10/90,S,,,1886,7.9,,15,93,17,72.9
D-12/10/90,S,,,906,7.8,,7,75,10,72.0
D-14/10/90,S,,,902,8.0,,9,35,12,58.3
D-15/10/90,S,,,1019,7.9,,12,51,17,58.8
D-16/10/90,S,,,1626,8.0,,11,42,18,77.8
D-17/10/90,S,,,1041,7.8,,10,54,13,83.1
D-18/10/90,S,,,1886,7.9,,15,69,20,84.0
D-19/10/90,S,,,2050,7.9,,16,65,11,80.0
D-21/10/90,S,,,1013,7.8,,21,81,28,75.7
D-22/10/90,S,,,1556,7.9,,7,35,13,76.9
D-23/10/90,S,,,1135,8.0,,11,88,20,54.0
D-24/10/90,S,,,1785,7.9,,8,61,18,57.8
D-25/10/90,S,,,2020,8.0,,13,63,16,62.5
D-26/10/90,S,,,2130,7.9,,16,71,22,59.1
D-28/10/90,S,,,1435,7.8,,,59,24,73.3
D-29/10/90,S,,,1570,7.8,,,122,22,68.2
D-30/10/90,S,,,1620,7.9,,,74,26,60.0
D-1/3/91,S,,,1422,7.7,,24,87,29,82.8
D-3/3/91,S,,,1516,7.7,,14,71,14,94.3
D-4/3/91,S,,,1619,7.7,,15,120,17,82.4
D-5/3/91,S,,,1845,7.7,,16,107,19,77.8
D-6/3/91,S,,,2110,7.8,,23,127,21,93.3
D-7/3/91,S,,,1604,7.7,,25,87,21,83.8
D-8/3/91,S,,,1427,7.7,,16,101,18,84.4
D-10/3/91,S,,,1150,7.7,,16,78,12,83.3
D-11/3/91,S,,,1761,7.7,,21,70,18,88.9
D-12/3/91,S,,,1512,7.8,,19,94,14,97.2
D-13/3/91,S,,,2140,7.8,,20,152,16,87.5
D-14/3/91,S,,,1410,7.8,,15,74,13,86.2
D-15/3/91,S,,,2360,7.8,,18,101,18,88.9
D-17/3/91,S,,,1205,7.7,,25,83,21,76.2
D-18/3/91,S,,,1371,7.6,,24,99,22,86.4
D-19/3/91,S,,,1763,7.7,,20,94,22,83.6
D-20/3/91,S,,,1643,7.8,,29,86,22,90.9
D-21/3/91,S,,,2390,7.8,,20,94,20,80.0
D-22/3/91,S,,,2240,7.6,,27,60,22,86.4
D-24/3/91,S,,,923,7.6,,21,72,18,83.3
D-25/3/91,S,,,1060,7.7,,15,,14,85.7
D-26/3/91,S,,,1343,7.7,,15,94,18,77.8
D-27/3/91,S,,,1472,7.8,,17,,18,79.8
D-29/3/91,S,,,1141,7.4,,12,29,15,80.0
D-31/3/91,S,,,940,7.6,,13,70,16,87.5
D-1/2/91,S,,,1658,8.0,,16,82,13,92.3
D-3/2/91,S,,,1155,7.6,,29,106,27,85.2
D-4/2/91,S,,,1880,7.7,,14,51,13,84.6
D-5/2/91,S,,,1695,7.7,,17,83,16,87.5
D-6/2/91,S,,,1940,7.8,,16,91,14,92.9
D-7/2/91,S,,,1524,7.8,,21,91,20,90.0
D-8/2/91,S,,,1658,7.7,,31,117,22,90.9
D-10/2/91,S,,,1597,9.7,,21,,17,88.2
D-11/2/91,S,,,1564,7.8,,24,,21,85.7
D-12/2/91,S,,,1871,7.8,,28,108,22,90.9
D-13/2/91,S,,,1679,7.7,,31,147,28,85.7
D-14/2/91,S,,,1653,7.8,,24,97,22,90.9
D-15/2/91,S,,,1789,7.8,,24,86,25,96.0
D-17/2/91,S,,,1255,7.6,,22,54,19,89.5
D-18/2/91,S,,,1622,7.7,,22,78,20,86.0
D-19/2/91,S,,,1772,8.0,,23,95,20,85.0
D-21/2/91,S,,,1172,7.8,,18,20,14,88.6
D-22/2/91,S,,,1163,7.6,,15,99,14,91.4
D-24/2/91,S,,,1423,7.7,,17,96,19,86.3
D-25/2/91,S,,,1743,7.7,,27,106,24,85.0
D-26/2/91,S,,,1828,7.8,,28,57,22,87.3
D-27/2/91,S,,,2190,7.7,,26,95,23,92.2
D-28/2/91,S,,,2240,7.8,,18,138,22,
D-1/1/91,S,,,1355,7.9,,15,77,17,85.3
D-2/1/91,S,,,1644,7.8,,15,85,15,90.0
D-3/1/91,S,,,1822,7.8,,18,92,15,83.3
D-4/1/91,S,,,1643,7.7,,18,88,12,83.3
D-6/1/91,S,,,1061,7.8,,14,89,13,65.4
D-7/1/91,S,,,1178,7.8,,13,92,13,73.1
D-8/1/91,S,,,1250,7.8,,17,166,15,90.0
D-9/1/91,S,,,1476,7.7,,11,83,17,73.5
D-10/1/91,S,,,1367,7.8,,18,95,19,84.2
D-11/1/91,S,,,1409,7.7,,19,100,19,85.1
D-13/1/91,S,,,1190,7.7,,12,156,11,70.9
D-14/1/91,S,,,1380,7.8,,7,84,11,90.9
D-15/1/91,S,,,1489,7.7,,13,60,11,76.4
D-16/1/91,S,,,2950,7.8,,22,155,28,78.6
D-17/1/91,S,,,1624,7.7,,19,116,27,88.3
D-18/1/91,S,,,1834,7.7,,16,105,11,81.8
D-20/1/91,S,,,1205,7.7,,17,78,8,80.0
D-21/1/91,S,,,1419,7.8,,16,86,13,39.2
D-22/1/91,S,,,2130,7.7,,20,76,15,80.0
D-23/1/91,S,,,1266,7.8,,20,61,10,70.0
D-24/1/91,S,,,1407,7.7,,14,71,11,86.4
D-25/1/91,S,,,1602,7.4,,23,101,20,88.0
D-27/1/91,S,,,1431,7.7,,15,60,14,85.7
D-28/1/91,S,,,1352,7.9,,20,62,11,80.0
D-29/1/91,S,,,1402,7.8,,18,41,12,83.3
D-30/1/91,S,,,1413,7.9,,16,63,17,94.1
D-31/1/91,S,,,1680,7.8,,24,47,13,92.9
D-1/5/91,S,,,1094,7.6,,12,99,10,96.0
D-2/5/91,S,,,1370,7.7,,14,66,12,75.0
D-3/5/91,S,,,1560,7.6,,18,74,14,85.7
D-5/5/91,S,,,1247,7.6,,16,65,11,90.9
D-6/5/91,S,,,2080,7.7,,14,65,13,92.3
D-7/5/91,S,,,1889,7.8,,24,86,16,81.3
D-8/5/91,S,,,697,7.4,,15,59,14,85.7
D-9/5/91,S,,,863,7.4,,10,51,10,80.0
D-10/5/91,S,,,1568,7.2,,14,96,10,72.0
D-12/5/91,S,,,1260,7.5,,13,33,10,68.0
D-13/5/91,S,,,968,7.7,,20,43,18,83.3
D-14/5/91,S,,,1385,7.8,,20,80,16,87.5
D-15/5/91,S,,,1403,7.9,,18,104,19,84.2
D-16/5/91,S,,,1450,7.7,,21,96,19,82.1
D-17/5/91,S,,,1381,7.7,,17,72,15,86.7
D-19/5/91,S,,,1061,7.7,,33,111,41,80.5
D-20/5/91,S,,,1083,7.7,,14,87,15,100
D-21/5/91,S,,,1736,7.7,,12,79,14,91.4
D-22/5/91,S,,,1212,7.7,,15,90,17,76.5
D-23/5/91,S,,,1331,7.7,,18,98,20,80.0
D-24/5/91,S,,,1255,7.6,,16,119,13,76.9
D-26/5/91,S,,,1099,7.6,,14,44,12,82.3
D-27/5/91,S,,,1784,7.7,,15,56,13,84.6
D-28/5/91,S,,,1962,7.6,,18,71,17,82.4
D-29/5/91,S,,,1190,7.8,,15,103,14,85.7
D-30/5/91,S,,,1804,7.7,,17,79,27,77.8
D-31/5/91,S,,,1930,7.6,,15,,20,75.0
D-1/4/91,S,,,1260,7.7,,30,43,44,79.5
D-2/4/91,S,,,1214,7.7,,22,85,22,78.8
D-3/4/91,S,,,1248,7.8,,23,74,23,81.2
D-4/4/91,S,,,1589,7.9,,20,84,19,77.6
D-5/4/91,S,,,1338,7.7,,23,88,23,87.0
D-7/4/91,S,,,1421,7.6,,15,106,13,96.2
D-8/4/91,S,,,1222,7.7,,16,110,15,97.8
D-9/4/91,S,,,1589,7.7,,18,90,16,93.8
D-10/4/91,S,,,1350,7.6,,24,71,57,88.2
D-11/4/91,S,,,1427,7.8,,20,81,13,92.3
D-12/4/91,S,,,1586,7.5,,20,147,31,83.9
D-14/4/91,S,,,1038,7.6,,13,27,10,90.0
D-15/4/91,S,,,1401,7.8,,15,70,22,63.6
D-16/4/91,S,,,1856,7.8,,19,92,22,79.5
D-17/4/91,S,,,1612,7.8,,18,92,14,85.7
D-18/4/91,S,,,1817,7.7,,14,84,12,91.7
D-19/4/91,S,,,1340,7.7,,20,104,18,88.9
D-21/4/91,S,,,1009,7.7,,14,51,16,82.5
D-22/4/91,S,,,1108,7.7,,15,59,13,83.1
D-23/4/91,S,,,1234,7.6,,20,108,24,79.2
D-24/4/91,S,,,1420,7.8,,23,100,20,96.7
D-25/4/91,S,,,1498,7.7,,23,54,19,89.5
D-26/4/91,S,,,1229,7.0,,17,65,18,83.3
D-28/4/91,S,,,866,7.5,,13,39,14,92.9
D-29/4/91,S,,,1396,7.7,,19,58,19,84.2
D-1/7/91,S,,,1942,7.7,,12,73,14,78.6
D-2/7/91,S,,,1323,7.7,,16,20,16,93.7
D-3/7/91,S,,,1575,7.4,,12,,13,92.3
D-4/7/91,S,,,1571,7.6,,13,101,14,76.8
D-5/7/91,S,,,1283,7.4,,11,163,11,90.9
D-7/7/91,S,,,1117,7.4,,12,107,15,78.7
D-8/7/91,S,,,1283,8.0,,29,113,,
D-9/7/91,S,,,1292,7.4,,20,125,24,78.3
D-10/7/91,S,,,1415,7.7,,23,109,30,86.7
D-11/7/91,S,,,1449,7.6,,23,112,32,82.5
D-12/7/91,S,,,1320,7.7,,31,159,41,82.9
D-14/7/91,S,,,1105,7.7,,14,74,16,87.5
D-15/7/91,S,,,1168,7.6,,20,216,18,100
D-16/7/91,S,,,1606,7.8,,17,110,22,83.6
D-17/7/91,S,,,1250,7.8,,105,290,104,86.5
D-18/7/91,S,,,1505,7.6,,101,292,74,83.8
D-19/7/91,S,,,1253,7.5,,101,236,78,74.4
D-21/7/91,S,,,1356,7.6,,31,117,39,71.8
D-22/7/91,S,,,1693,7.6,,26,86,21,70.5
D-23/7/91,S,,,2140,7.6,,19,90,33,82.4
D-24/7/91,S,,,1270,7.5,,15,86,22,86.4
D-25/7/91,S,,,1924,7.5,,20,118,46,75.7
D-26/7/91,S,,,1974,7.6,,15,90,28,85.7
D-28/7/91,S,,,1671,7.7,,14,85,21,85.7
D-29/7/91,S,,,1835,7.5,,14,73,14,88.6
D-30/7/91,S,,,1690,7.6,,16,110,26,78.5
D-31/7/91,S,,,1642,7.7,,19,99,34,79.4
D-2/6/91,S,,,1474,7.6,,12,72,11,81.8
D-3/6/91,S,,,1270,7.7,,22,68,20,75.0
D-4/6/91,S,,,1312,7.7,,22,86,22,81.8
D-5/6/91,S,,,1265,7.8,,16,105,16,75.0
D-6/6/91,S,,,1368,7.7,,25,86,16,75.0
D-7/6/91,S,,,1239,7.5,,23,78,16,87.5
D-9/6/91,S,,,1034,7.6,,16,59,15,80.0
D-10/6/91,S,,,1294,7.7,,17,84,27,77.8
D-12/6/91,S,,,1829,7.7,,21,53,19,77.9
D-13/6/91,S,,,1359,7.7,,22,98,21,74.3
D-14/6/91,S,,,2100,7.6,,15,85,9,88.9
D-16/6/91,S,,,1573,7.6,,15,59,14,71.4
D-17/6/91,S,,,1716,7.7,,10,70,19,67.4
D-18/6/91,S,,,1529,7.7,,27,136,29,75.9
D-19/6/91,S,,,1630,7.6,,18,65,22,81.8
D-20/6/91,S,,,1469,7.6,,12,54,14,85.7
D-21/6/91,S,,,1471,7.8,,13,104,16,77.5
D-24/6/91,S,,,1143,7.6,,6,90,12,83.3
D-25/6/91,S,,,1286,7.6,,17,95,26,73.1
D-26/6/91,S,,,1590,7.7,,13,62,22,81.8
D-27/6/91,S,,,1571,7.7,,12,74,13,83.1
D-28/6/91,S,,,1898,7.8,,15,92,22,77.3
D-30/6/91,S,,,1705,7.8,,10,78,10,100
D-1/10/91,S,,,1050,7.8,,19,55,20,88.0
D-2/10/91,S,,,1160,7.8,,24,89,17,84.7
D-3/10/91,S,,,1373,7.7,,20,104,22,76.4
D-4/10/91,S,,,1245,7.8,,12,68,15,72.0
D-5/10/91,S,,,1130,7.8,,16,44,,
D-6/10/91,S,,,1630,7.9,,13,62,13,86.2
D-8/10/91,S,,,1446,7.6,,18,52,18,68.9
D-9/10/91,S,,,1182,7.8,,29,84,23,81.7
D-11/10/91,S,,,1353,7.7,,13,64,15,80.0
D-12/10/91,S,,,1134,7.8,,21,24,18,83.3
D-13/10/91,S,,,1157,7.7,,21,92,18,82.2
D-15/10/91,S,,,887,7.8,,16,55,19,77.9
D-16/10/91,S,,,1770,7.8,,33,47,21,80.0
D-17/10/91,S,,,1659,7.8,,25,64,24,87.5
D-18/10/91,S,,,1510,7.8,,22,81,22,81.8
D-19/10/91,S,,,1219,7.9,,20,54,18,77.8
D-20/10/91,S,,,2120,7.9,,27,140,24,70.8
D-22/10/91,S,,,1564,7.8,,23,77,19,80.0
D-23/10/91,S,,,1443,7.9,,37,100,18,88.9
D-24/10/91,S,,,1480,7.8,,12,,15,93.3
D-25/10/91,S,,,1537,7.7,,21,64,18,77.8
D-26/10/91,S,,,1428,7.9,,16,27,15,70.7
D-27/10/91,S,,,1720,7.6,,16,67,23,80.0
D-29/10/91,S,,,1421,7.7,,15,59,22,81.8
D-30/10/91,S,,,1713,7.8,,,90,21,85.7
D-1/8/91,S,,,1780,7.7,,15,95,28,77.1
D-2/8/91,S,,,1535,7.8,,12,75,20,86.0
D-4/8/91,S,,,1202,7.5,,20,,29,82.9
D-5/8/91,S,,,1076,7.8,,11,60,21,91.4
D-6/8/91,S,,,929,8.0,,16,44,22,85.5
D-7/8/91,S,,,872,7.8,,11,76,23,76.5
D-8/8/91,S,,,880,7.9,,11,44,20,78.0
D-9/8/91,S,,,933,7.8,,9,57,14,82.9
D-11/8/91,S,,,691,7.6,,11,39,16,85.0
D-12/8/91,S,,,879,7.7,,8,47,18,77.8
D-13/8/91,S,,,827,7.8,,8,33,13,84.6
D-14/8/91,S,,,840,7.6,,7,49,17,87.1
D-16/8/91,S,,,910,7.9,,9,103,30,64.0
D-18/8/91,S,,,990,7.5,,8,44,11,100
D-19/8/91,S,,,1112,7.9,,21,59,16,70.0
D-20/8/91,S,,,1008,7.9,,14,42,13,83.1
D-21/8/91,S,,,1020,7.8,,9,35,16,82.5
D-22/8/91,S,,,1045,7.9,,10,46,12,90.0
D-23/8/91,S,,,1036,7.9,,11,54,14,82.9
D-25/8/91,S,,,993,7.7,,25,95,26,76.9
D-26/8/91,S,,,915,7.9,,19,54,6,100
D-27/8/91,S,,,966,7.9,,17,88,16,90.0
D-28/8/91,S,,,1152,7.7,,25,84,20,84.0
D-29/8/91,S,,,1351,7.7,,21,71,27,71.1
D-30/8/91,S,,,1188,7.3,,17,55,18,80.0
